"","pptnum","Title","Artist","memoryage","type","vivid","memvalence","memenergy","unique","important","social","emo","emoextra","corresponding","specific","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","key_name","mode_name","key_mode","Age"
"113",124,"Rock! Rock! (Till You Drop)","Def Leppard",16,3,5,4,5,4,4,5,"4,23,24,25,34","Carefree",1,0,0.557,0.94,2,-5.692,1,0.0539,0.000486,0.0163,0.074,0.451,133.301,"1RBQR8HjZUPLikoIjD67Ep","D","major","D major",54
"114",125,"The Last Waltz","Englebert Humperdink",10,3,5,4,2,3,3,5,"4,24,25","sense of belonging",1,0,0.406,0.441,2,-11.318,1,0.0299,0.718,1.71e-06,0.196,0.42,109.099,"03OArDwBMEgtTDcty84Rcp","D","major","D major",54
"115",126,"Daydream Believer","The Monkees",8.5,3,7,5,5,5,5,5,"10,19,24,25,32,34,38","soulful",1,0,0.51,0.488,7,-10.304,1,0.0304,0.256,0,0.11,0.649,125.683,"7uEcCGtM1FBBGIhPozhJjv","G","major","G major",61
"116",127,"Viva Forever","Spice Girls",4,4,5,5,5,3,5,4,"25,33","",0,0,0.473,0.698,6,-8.133,1,0.0349,0.0648,0.231,0.136,0.21,168.817,"6BPDPcnbDMDf58srVzbfX9","F#","major","F# major",31
"117",128,"I Just Called To Say I Love You","Stevie Wonder",10,3,5,2,3,3,4,1,"5,6,11,14,15,21,33","",0,0,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,"6RNDeRnWsRMjPdNVgupZCs","C#","major","C# major",48
"118",129,"Waterloo Sunset","The Kinks",17,2,6,3,5,4,4,3,"3,6,16,33","",1,1,0.521,0.692,1,-7.377,0,0.0251,0.0976,0,0.187,0.432,107.704,"3G0EALIIp5DAeIERxXBHmo","C#","minor","C# minor",72
"119",130,"Do I Wanna Know?","Arctic Monkeys",27,3,7,5,5,1,4,4,"3,7,19,24,32,34","",1,0,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,"5FVd6KXrgO9B3JPmC8OPst","F","major","F major",36
"120",131,"The Shoop Shoop Song (It's In His Kiss)","Cher",5.5,2,3,5,5,3,1,5,"19,24,25","Happiness",0,1,0.678,0.61,0,-10.509,1,0.0306,0.467,0,0.397,0.919,117.04,"5oV1YjM2rtyZ55txHHsFUu","C","major","C major",36
"121",132,"Love Don't Cost a Thing","Jennifer Lopez",15.5,3,4,4,4,3,4,2,"19,24,25,34,38","",0,0,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,"1fgvJXlcZ7uIddMpqsqw0L","E","minor","E minor",39
"122",133,"Little White Bull","Tommy Steel",6,3,7,5,5,3,5,5,"19,24,25","",1,0,0.466,0.474,0,-8.851,1,0.112,0.743,0,0.0869,0.657,174.495,"2iT5OjSSrhSaKlSHGqjGvy","C","major","C major",72
"123",134,"Sleep On The Floor","The Lumineers",20,3,6,4,3,4,4,1,"6,14,24","",0,0,0.389,0.431,7,-8.061,1,0.0344,0.249,0,0.13,0.275,142.14,"5MMZJtHOiH1RmQSSe3DJdg","G","major","G major",22
"124",135,"Respect","Aretha Franklin",17,3,6,4,4,4,4,4,"2,7,19,24","",1,0,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,"7s25THrKz86DM225dOYwnr","C","major","C major",72
"125",136,"Jealous","Labrinth",22,2,7,1,2,5,5,1,"5,6,11,14,16,18,20,33,36","",1,1,0.439,0.153,1,-8.95,1,0.0479,0.874,0,0.107,0.104,116.76,"4G92yYrUs0cvY7G41YRI0z","C#","major","C# major",23
"126",137,"Overkill","Motorhead",14,3,6,5,5,5,4,5,"1,2,3,4,7,10,17","happiness ",1,0,0.27,0.886,11,-6.9,1,0.117,7.62e-06,0.0258,0.0899,0.19,119.283,"4XvvR8F6qOcnzgChO1uTIO","B","major","B major",60
"127",138,"Echo Beach","martha and the muffins",18.5,3,5,5,5,3,3,5,"3,4,19,24,25,26,33","warmth, companionship/connection",1,0,0.53,0.906,7,-4.934,1,0.0565,0.127,1.86e-06,0.0575,0.626,81.774,"08gcSzRD66Dc7z3x6yigol","G","major","G major",49
"128",139,"Evening Hymn","Henry Balfour Gardiner",23,2,5,3,2,4,2,1,"2,3,4,6,7,10,11,19,20,24,25,27","Vulnerability",1,1,0.171,0.109,2,-22.23,1,0.038,0.929,0.971,0.106,0.0322,79.143,"5xyQBtPxe1qUaQWZP8xsF5","D","major","D major",24
"129",140,"Jack & Diane","John cougar mellencam",17,3,7,3,3,3,3,3,"24,25","",1,0,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,"43btz2xjMKpcmjkuRsvxyg","A","major","A major",53
"130",141,"Young Hearts Run Free","Candi Staton",6,3,5,5,5,2,3,4,"4,19,24,25","",0,0,0.653,0.652,7,-9.304,0,0.0427,0.13,1.58e-05,0.202,0.846,115.388,"3MFa9idQuY4iJLWsZl3tIQ","G","minor","G minor",27
"131",142,"Thriller","Michael Jackson",6,2,3,4,4,4,3,3,"19,24","",1,1,0.773,0.859,11,-4.913,1,0.0747,0.0855,0.000187,0.914,0.813,118.459,"3S2R0EVwBSAVMd5UMgKTL0","B","major","B major",45
"132",143,"Common People","Pulp",35,2,7,5,4,1,4,3,"17,19,24","",0,1,0.315,0.827,0,-6.553,1,0.041,0.00473,6.67e-05,0.0802,0.475,141.114,"3SzP7yEGRSbfnkkNVMxxYa","C","major","C major",41
"133",144,"Lover, You Should Have Come Over - Live at JBTV, Chicago, IL - November 1994","Jeff Buckley",19,2,5,4,2,3,3,1,"3,7,10,17,32","Contemplation, a slight melancholy",0,1,0.323,0.287,2,-16.649,1,0.0315,0.0193,0.00218,0.958,0.138,105.478,"4ZTOFxmGtYp9iDX1bZdGfM","D","major","D major",36
"134",145,"Skinny Love","Bon Iver",37,4,6,5,2,2,3,5,"10,25,32","Sense of community, self confidence, security, positivity, optimism",1,0,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,"3B3eOgLJSqPEA0RfboIQVM","E","minor","E minor",50
"135",146,"Holler","spice girls",7,2,5,5,4,4,4,5,"4,8,19,24,25","",1,1,0.769,0.819,10,-3.941,0,0.0431,0.0293,0.0037,0.0744,0.82,109.998,"1NwDWbpg9dPH12xBd2ibrv","A#","minor","A# minor",33
"136",147,"As Usual","Alexz Johnson",10,2,7,5,1,3,4,1,"10,24,27,33","",1,1,0.656,0.708,6,-9.157,1,0.14,0.0855,0,0.0574,0.374,99.997,"5dPe3FejfSv3vRUU3TSJfs","F#","major","F# major",22
"137",148,"Dancing in the Moonlight","Toploader",16,2,7,5,5,4,2,5,"2,3,4,19,24,25","",0,1,0.632,0.856,10,-3.463,1,0.0348,0.0624,0,0.347,0.867,119.397,"3Fzlg5r1IjhLk2qRw667od","A#","major","A# major",28
"138",149,"Sugar, Sugar","The Archies",5,2,5,5,5,3,5,5,"2,19,24,34","",0,1,0.736,0.871,2,-2.786,1,0.0278,0.466,0,0.108,0.967,122.395,"3iSws76HjaU7k49EqJVTfF","D","major","D major",54
"139",150,"Видели ночь","Kino",6,3,5,4,5,2,3,1,"19,23,24","",1,0,0.623,0.878,9,-7.895,0,0.0673,0.433,1.18e-05,0.101,0.846,81.255,"5ugJoNYMFUHSu8K2KJC01h","A","minor","A minor",31
"140",151,"Walking On Sunshine","Katrina and the Waves",44,3,7,5,4,4,5,3,"2,4","",1,0,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,"05wIrZSwuaVWhcv5FfqeH0","A#","major","A# major",60
"141",152,"Blinded By The Light","Manfred Mann's Earth Band",14,3,6,5,4,3,2,4,"4,24,36","",0,0,0.456,0.696,5,-10,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,"7kNNylJ1kswWbHeRM6UDuE","F","major","F major",60
"142",153,"Dosed","The red hot chilli peppers",11,4,5,5,4,3,2,2,"1,10,25","",0,0,0.571,0.8,7,-4.131,1,0.0292,0.0101,7.29e-05,0.111,0.335,104.377,"1iFIZUVDBCCkWe705FLXto","G","major","G major",19
"143",154,"Sweet"," Cigarettes After Sex",27,3,5,3,3,4,4,2,"6,13,19,25,32","",1,0,0.45,0.511,6,-9.073,1,0.0276,0.353,0.766,0.139,0.115,96.563,"6ilc4vQcwMPlvAHFfsTGng","F#","major","F# major",31
"144",155,"Do They Know It's Christmas? - 1984 Version","Band Aid",4,3,6,4,5,5,4,3,"4,19,23,24,25,33,37","",1,0,0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-05,0.0992,0.349,115.412,"0247StOpd3AkeBQzANX4Zf","C","major","C major",27
"145",156,"Famous Blue Raincoat","leonard cohen",21,3,5,2,2,3,3,1,"14,33","",1,0,0.474,0.0404,9,-22.208,0,0.0387,0.948,0.000263,0.111,0.18,119.415,"77K5TB5KZmDZCoJCdd1NvE","A","minor","A minor",72
"146",157,"Christmas Lights","Coldplay",18,3,6,2,2,4,3,1,"11,14,20,21,25,33","",1,0,0.315,0.418,7,-9.146,1,0.0299,0.131,0.000679,0.0836,0.237,129.116,"4fzyvSu73BhGvi96p2zwjL","G","major","G major",31
"147",158,"We Found Love","Rihanna, Calvin Harris",26,2,6,5,5,2,2,5,"4,19,24,36","",1,1,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,"6qn9YLKt13AGvpq9jfO8py","C#","major","C# major",37
"148",159,"Stick Season","noah kahn",27.5,3,7,5,5,1,3,5,"1,24,25,33,34","",1,0,0.662,0.488,9,-6.894,1,0.0682,0.782,0,0.102,0.817,117.913,"0mflMxspEfB0VbI1kyLiAv","A","major","A major",28
"149",160,"Sky and Sand","Paul Kalkbrenner",20,2,7,2,3,4,4,1,"5,25,33","Longing",1,1,0.801,0.326,10,-12.914,0,0.0606,0.558,0.826,0.0874,0.514,127.019,"20N6Yjh4xuyQQiVJnWp2c3","A#","minor","A# minor",24
"150",161,"Toyboy","Sinnita",6,3,7,4,3,2,3,4,"25","Happiness ",0,0,0.804,0.934,0,-11.093,1,0.0375,0.046,2.34e-05,0.311,0.96,123.967,"0QoM6pkUzh9UrkK6VMfU59","C","major","C major",41
"151",162,"Red","Taylor Swift",16,2,5,4,3,3,2,2,"10,12,25,34","",0,1,0.602,0.896,1,-4.267,0,0.0437,0.0773,8.87e-05,0.091,0.641,124.978,"1RvQQGwaPipiNgz8RXAKA8","C#","minor","C# minor",27
"152",163,"How Do You Do?","Mouth & MacNeal",9.5,3,7,5,5,1,5,5,"3,10,13,24,25,32,33","Longing ",0,0,0.484,0.562,2,-8.382,1,0.0373,0.607,4.13e-06,0.66,0.709,95.266,"4qgDCtaU8qTHK529Dt5AZ2","D","major","D major",61
"153",164,"Million Miles Away","The Offspring",14,3,5,4,5,3,3,2,"7,19,23,24,25","",0,0,0.479,0.936,6,-4.367,0,0.0336,1.49e-05,1.63e-05,0.221,0.651,99.839,"6tNeHmedp9qo3BsBp5zOPe","F#","minor","F# minor",34
"154",165,"Billie Jean","Michael Jackson",8,3,6,4,3,4,4,5,"4,10,19,23,24,34,38","",0,0,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,"5ChkMS8OtdzJeqyybCc9R5","B","minor","B minor",49
"155",166,"So Sick","Neyp",10,2,7,5,5,5,3,5,"4,10,19,24,25,34","",0,1,0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,92.791,"6brl7bwOHmGFkNw3MBqssT","F#","major","F# major",29
"156",167,"Yo Te Necesito","Los Bukis",5.5,2,7,4,2,2,5,2,"24,25,33","",1,1,0.432,0.643,9,-9.168,1,0.0533,0.281,0,0.08,0.773,181.519,"7yMWuJ6JOZ8Joo5gQrNaYA","A","major","A major",22
"157",168,"Proud Mary","Tina Turner",10,3,7,5,5,1,5,4,"1,2,19,24,25","happiness ",1,0,0.397,0.499,2,-10.972,1,0.0685,0.0766,1.55e-06,0.111,0.367,171.067,"6gJdDnF2TzfA1WPMXuCa3x","D","major","D major",37
"158",169,"THINGS & SUCH","partynextdoor",29,3,6,5,5,4,5,3,"2,7,13,24,25","Mellow, sensual",1,0,0.655,0.551,11,-5.071,0,0.0509,0.757,4.53e-06,0.102,0.659,90.992,"4Hv8QuMQfG7e6GWOWcXYKk","B","minor","B minor",31
"159",170,"Alarm","Anne-Marie",13,3,5,4,4,1,2,3,"3,10,12","",1,0,0.756,0.589,0,-5.093,1,0.232,0.0812,0,0.176,0.811,146.928,"572xshmOviSGH70oPYMCZV","C","major","C major",20
"160",171,"Futurism","Muse",21,2,5,2,2,1,1,1,"6,9","Tiredness",1,1,0.331,0.972,7,-4.603,1,0.0889,3.99e-05,0.00379,0.0852,0.174,158.089,"6WZ2HHv1VUeRzv3ZnirZsW","G","major","G major",25
"161",172,"Cheerleader (Felix Jaehn Remix) - Radio Edit","Not sure",11,3,5,5,4,4,4,4,"1,2,3,10,12,19,24,25","Peaceful, bliss",0,0,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,"7vFoFDWqTX0mHzLfrF1Cfy","E","major","E major",19
"162",174,"Viva La Vida","Coldplay",12,3,7,5,5,2,4,3,"1,2,4,24,25,26","Love, contentedness, affection",1,0,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,"4zOfy9kqJlG0ZXvcaSh4gv","F","minor","F minor",27
"163",175,"American Pie","Don McLean",15,2,5,4,3,4,5,5,"1,2,24,25,33,37","Love",1,1,0.531,0.481,4,-11.709,0,0.06,0.699,0,0.0842,0.491,138.45,"1fDsrQ23eTAVFElUMaf38X","E","minor","E minor",28
"164",176,"Ride","twenty one pilots",12.5,2,4,5,4,1,3,3,"10,24,25","",0,1,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,"2Z8WuEywRWYTKe1NybPQEW","F#","major","F# major",19
"165",177,"Still Don't Know My Name","Labrinth",15,2,6,5,5,4,5,5,"2,7,10,19,24,25","",0,1,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,"6N22FZs2ZhPBYi3b9XPajV","F","major","F major",18
"166",178,"Immortals","Fallout Boy",12,2,7,5,5,4,4,2,"1,2,3,4,7,10,17,19,23,34","",0,1,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,"3Te8uLyit6X3ncNW8Fp3K2","D","major","D major",20
"167",179,"1812 Overture","Tchaikovsky ",12,3,5,5,5,5,5,5,"3,4,19,24,26,38","happiness",1,0,0.233,0.0996,10,-21.564,0,0.04,0.858,0.851,0.094,0.0401,128.3,"6oWacAPUt8LMXqRkEk2MNg","A#","minor","A# minor",21
"168",180,"I Found","Amber Run ",12,2,5,4,3,2,3,2,"3,10,25","",0,1,0.567,0.303,7,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949,"5zT5cMnMKoyruPj13TQXGx","G","minor","G minor",18
"169",182,"Am I Wrong","Nico and Vinz",11,2,3,3,4,4,3,4,"24,25,33","",0,1,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,"1fidCEsYlaVE3pHwKCvpFZ","G#","major","G# major",19
"170",183,"Hello","Take That",4,2,5,5,4,5,4,3,"4,24,25","",1,1,0.584,0.84,0,-4.233,1,0.0281,0.0495,0,0.349,0.61,129.993,"06u9FeGDoNja6SxBWcifyl","C","major","C major",18
"171",184,"Tek It","Cafune",17,4,4,1,1,2,5,2,"5,11,14,18,33","",0,0,0.423,0.913,8,-5.354,1,0.0655,6.53e-05,0,0.269,0.596,146.995,"751srcHf5tUqcEa9pRCQwP","G#","major","G# major",19
"172",185,"The Great Escape","boys like girls",14.5,2,3,5,5,3,4,3,"1,10,19,24,25","",1,1,0.423,0.94,1,-4.012,0,0.0635,0.00166,0,0.178,0.505,149.934,"6GIrIt2M39wEGwjCQjGChX","C#","minor","C# minor",21
"173",186,"Riptide","Vance Joy",15,3,5,4,4,3,3,4,"1,2,3,10,19,23,24,25,26,32,34,37","",1,0,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,"7yq4Qj7cqayVTp3FF9CWbm","C#","major","C# major",20
"174",188,"Come As You Are","nirvana ",17,2,7,5,5,5,5,5,"2,3,10,13,24,25,27,32,34,37","",1,1,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,"2RsAajgo0g7bMCHxwH3Sk0","E","minor","E minor",18
"175",189,"I'm Fine","bts",14,3,6,1,1,4,5,1,"6,11,16,20,21,25,27,33","emptiness",1,0,0.511,0.84,11,-2.781,0,0.103,0.00852,0,0.346,0.303,87.605,"7HYJqAMbKDJYRyEfUGOCBB","B","minor","B minor",18
"176",190,"Love Lies (with Normani)","Khalid",20,4,7,5,5,2,2,1,"2,19,32","",1,0,0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,"45Egmo7icyopuzJN0oMEdk","F#","major","F# major",21
"178",192,"Angel","the weeknd",17,3,6,5,4,5,5,5,"3,19,24","",0,0,0.626,0.583,10,-7.574,0,0.0435,0.105,0,0.115,0.335,127.966,"0wzPHTgOtFIDhk2rD3Au4x","A#","minor","A# minor",18
"179",193,"Never Say Never","Justin Bieber",9,4,7,5,5,3,5,5,"4,25","",1,0,0.739,0.807,0,-5.063,1,0.0652,0.0181,0,0.295,0.632,97.048,"5GYbkDveRD2I8M5ZJ14hWn","C","major","C major",18
"180",194,"I Wanna Be Yours","arctic monkeys ",17,4,6,5,4,3,4,4,"1,2,10,12,23,27,32,34,35,36","",0,0,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,"5XeFesFbtLpXzIVDNQP22n","C","minor","C minor",18
"182",196,"less of you","keshi",17,2,5,5,5,5,3,4,"1,2,3,4,7,12,19,23,24,25","",1,1,0.563,0.678,7,-5.885,1,0.0495,0.544,1.34e-06,0.117,0.568,169.963,"3IqcBL5yjJK3ri0TGaL3MC","G","major","G major",19
"183",197,"Gracious","Ben Howard",6.5,3,7,5,1,1,3,1,"2,10,25,33","",1,0,0.397,0.251,11,-15.434,0,0.0318,0.848,0.00138,0.0903,0.193,157.547,"0Kvx22z9wGHn0y2ZiWW9Ft","B","minor","B minor",18
"184",198,"From Nowhere","Dan Croll",14,2,7,5,4,5,4,5,"3,4,10,19,23,24","",1,1,0.628,0.883,8,-5.578,0,0.14,0.0316,0.000106,0.0622,0.658,87.91,"5c9YHjSjEZxaCxsF1Gy5Jt","G#","minor","G# minor",22
"185",199,"Heat Waves","Glass animals",20,3,6,5,5,3,3,2,"3,4,7,10,12,17,24","",0,0,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,"3USxtqRwSYz57Ewm6wWRMp","B","major","B major",22
"186",200,"Love Story","Taylor swift",5,4,5,5,4,3,3,5,"1,2,3,7,10,17,19,23,24,32","",0,0,0.617,0.741,2,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,"1D4PL9B8gOg78jiHg3FvBb","D","major","D major",20
"187",201,"I Can't Go for That (No Can Do)","Hall & Oates",18,2,6,4,5,4,3,5,"3,4,7,19,24,25,34,36","Happiness and intoxication ",0,1,0.889,0.441,0,-9.506,0,0.0379,0.0405,0.000788,0.038,0.963,110.565,"41dDygR3r7e926oGUXfrLt","C","minor","C minor",19
"188",204,"Mayonaise - 2011 Remaster","The smashing pumpkins",19,3,7,5,5,4,2,1,"2,3,4,19,23,24,25,26,32,34","",0,0,0.482,0.528,10,-10.426,1,0.0272,0.000107,0.543,0.0839,0.0882,146.043,"0jmKzJmUEKNbC7eU8YfOiA","A#","major","A# major",20
"189",206,"Not Guilty (feat. Tiggs Da Author & Mark Morrison)","Nines",19,2,7,5,5,5,5,3,"1,2,4,10,13,19,20,24","",1,1,0.719,0.605,2,-4.018,1,0.37,0.367,0,0.362,0.844,92.918,"2U6YQCKwiMVNNZybpPueSi","D","major","D major",19
"190",207,"Clair de lune","Debussy",16,3,5,4,2,3,4,2,"3,4,10,25","",1,0,0.365,0.01,1,-25.268,1,0.0519,0.995,0.924,0.0584,0.0364,135.048,"6kf7ZCJjEbjZXikivKOsvJ","C#","major","C# major",19
"191",208,"Time To Rest Your Weary Head","Jacob Collier",17,3,5,2,3,2,4,1,"3,10,17,27,33","a release of tension",1,0,0.378,0.0893,6,-21.688,1,0.0652,0.855,0.00192,0.165,0.142,79.021,"2K2EtjQhdYijLLBNsFyFRO","F#","major","F# major",19
"192",209,"Hard To Explain","Strokes",17,2,7,5,5,4,5,5,"1,2,10,19,26","",1,1,0.406,0.682,7,-6.281,1,0.0584,0.000413,0.849,0.0999,0.623,82.495,"2LMloFiV7DHpBhITOaBSam","G","major","G major",18
"193",210,"Dance Monkey","Not sure",15,2,6,5,5,4,4,3,"4,10,24,25","",0,1,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,"2XU0oxnq2qxCpomAAuJY8K","F#","minor","F# minor",19
"194",211,"A la pêche aux moules","not sure",6,3,6,5,2,2,5,2,"10,24,25,27","relaxation, comfort, safe, loving",1,0,0.788,0.25,11,-14.583,1,0.0875,0.788,6.36e-06,0.103,0.463,90.1,"5lr3MUJlQSskK6PRqCRlop","B","major","B major",21
"195",212,"Get You The Moon (feat. Snøw)","Kina",15,2,5,5,5,3,5,2,"1,2,4,10,12,23,24,27,32","",1,1,0.498,0.235,1,-16.541,0,0.188,0.72,0,0.144,0.0895,118.917,"4ZLzoOkj0MPWrTLvooIuaa","C#","minor","C# minor",19
"196",213,"我想","Jiayun Yu",15,3,6,3,3,4,4,1,"10,24,34,36","",1,0,0.75,0.379,5,-11.993,0,0.0704,0.403,1.1e-05,0.302,0.175,74.018,"6RNlh4zaUFC4Henq1km8S8","F","minor","F minor",19
"197",214,"Liability","Lorde ",14.5,4,5,1,3,1,3,2,"5,6,11,14,15,18,21,33","",1,0,0.587,0.229,10,-11.254,0,0.128,0.92,0,0.1,0.379,75.67,"6Kkt27YmFyIFrcX3QXFi2o","A#","minor","A# minor",19
"198",215,"Bohemian Rhapsody","Queen",18,2,6,5,5,3,4,4,"1,2,3,4,6,7,13,17,19,24,25,27,32,34,36,38","Love",0,1,0.39,0.397,0,-9.963,0,0.0513,0.287,0,0.207,0.246,144.031,"3z8h0TU7ReDPLIbEnYhWZb","C","minor","C minor",21
"199",216,"Unintended","Muse",16.5,2,6,4,1,5,5,2,"2,10,27,32,33","",1,1,0.487,0.279,6,-11.586,0,0.0265,0.647,0.00185,0.11,0.162,139.362,"6kyxQuFD38mo4S3urD2Wkw","F#","minor","F# minor",24
"200",217,"Super Rich Kids","frank ocean",15,3,7,5,5,1,4,5,"4,6,7,8,11,12,13,14,15,16,19,20,21,22,24,25,32,33,37","",1,0,0.739,0.419,3,-8.241,0,0.0854,0.219,0,0.196,0.58,60.493,"0725YWm6Z0TpZ6wrNk64Eb","D#","minor","D# minor",20
"201",218,"舞い落ちる花びら（Fallin' Flower）","Seventeen",16,3,4,2,2,1,1,1,"6,9,10,14,33","",0,0,0.641,0.85,9,-4.76,0,0.229,0.348,0,0.227,0.674,141.877,"6MC0anRfGPzSWrvybgsY7O","A","minor","A minor",18
"202",219,"Dolphin Diver","Deep Divers",30,4,6,5,4,4,3,3,"10,13,27,37","",0,0,0.369,0.174,10,-18.512,1,0.0315,0.944,0.909,0.259,0.0867,115.995,"7HOYXzSNaWZiYpfceKXVLV","A#","major","A# major",33
"203",220,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version","Pink Floyd",18,4,5,4,5,3,3,1,"3,17,19,24,26,36,37","",0,0,0.693,0.353,0,-17.852,1,0.0414,0.0704,0.00113,0.503,0.75,104.143,"7rPzEczIS574IgPaiPieS3","C","major","C major",19
"204",222,"On the Level","mac demarco ",23,2,6,4,1,4,3,1,"3,10,17,23,25","",1,1,0.573,0.473,8,-10.838,0,0.0269,0.0927,0.398,0.199,0.523,77.494,"4RpwQDPnn1GhWpZooUcCzd","G#","minor","G# minor",26
"205",224,"Say It Right","Nelly Furtado",4,2,7,5,5,3,5,5,"5,10,11,13,14,16,19,24,25","",1,1,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,"2aI21FnmY7TJVKeMaoQZ0t","C#","major","C# major",19
"206",225,"re:stacks","Bon Iver",14.5,3,7,3,1,3,5,3,"1,2,10,25,27","Acceptance.",1,0,0.682,0.0827,2,-22.895,1,0.0413,0.979,0.384,0.125,0.299,125.091,"1D39ZETXfcAFYaGruPHEzB","D","major","D major",20
"207",226,"You Should Be Dancing","The Bee Gees",8.5,2,5,1,5,3,4,5,"19","Enjoyment ",1,1,0.704,0.852,0,-6.521,1,0.0302,0.0283,0.352,0.625,0.96,122.969,"4T5Y25pWs2pVZVcFIqFuf8","C","major","C major",29
"208",227,"Chalte Chalte - Part 1 / From ""Chalte Chalte""","not sure",23,2,4,2,2,4,3,4,"6,7,11,14,16,17,20,21,25,33","",0,1,0.59,0.577,6,-8.815,0,0.0338,0.474,0,0.172,0.625,124.716,"5Pf0q7wMYtVbYPzhNMFr7X","F#","minor","F# minor",23
"209",228,"Gimme! Gimme! Gimme! (A Man After Midnight)","ABBA",26,3,4,4,4,3,5,4,"3,4,6,8,11,19,23,24,26","",0,0,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,"3vkQ5DAB1qQMYO4Mr9zJN6","A#","major","A# major",26
"210",229,"Mask Off","Future ",21,2,4,5,4,5,3,3,"19,24,25,38","",0,1,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,"0VgkVdmE4gld66l8iyGjgx","D","major","D major",28
"211",230,"Bohemian Rhapsody","Queen",7,3,7,5,5,3,5,2,"1,2,3,4,7,10,17,19,23,24,25,26,34,38","",1,0,0.39,0.397,0,-9.963,0,0.0513,0.287,0,0.207,0.246,144.031,"3z8h0TU7ReDPLIbEnYhWZb","C","minor","C minor",25
"212",231,"Flickering","Lapalux",24,4,5,4,3,1,5,1,"3,10,25,27,34","content",1,0,0.675,0.491,6,-13.161,0,0.0432,0.281,0.461,0.116,0.38,103.676,"6G5Kcf2yKhYjaXY4UyBa0m","F#","minor","F# minor",28
"213",232,"Me Gustas Tu","Manu Chao",9,4,4,4,4,3,3,3,"10","not sure if they are emotions but Curiosity, Playfullness, Ease, Discovery",0,0,0.657,0.741,11,-6.822,0,0.0825,0.663,0.494,0.222,0.908,175.949,"6b37xrsNCWYIUphFBazqD6","B","minor","B minor",25
"214",233,"Fly Like An Eagle","Steve Miller Band",3.5,2,4,5,5,5,5,4,"3,7,16,17,25,33","",1,1,0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,"3e0FzZjTXOUtiJGSClOBrI","A","minor","A minor",28
"215",1,"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis�featuring�Wanz",18,2,7,1,5,5,3,1,"11,15,22,5,12,33,14","",1,1,0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,"4YMqbFcDIFiCBd02PzUBcM","F#","minor","F# minor",28
"216",1,"Lights - Single Version","Ellie Goulding",16,3,5,5,4,3,3,5,"24,23,19,32,8,20,6","",0,0,0.68,0.799,8,-5.805,0,0.0347,0.0323,0.0459,0.123,0.744,120.031,"2QwG0flKv1wq9fyvfsMD9C","G#","minor","G# minor",28
